전화번호,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,업태구분명,영업장주변구분명,위도_user,경도_user
0226958012,158860,서울특별시 양천구 신정동 977-21 지층,"서울특별시 양천구 신월로 313, 지층 (신정동)",8027.0,경서농협하나로마트 신정점,기타식품판매업,,37.5216474,126.8556817
0220395610,158070,서울특별시 양천구 신정동 1320-6 GS양천신은주차빌딩 지상1층 ,"서울특별시 양천구 신정이펜2로 12-1, 지상1층 (신정동, GS양천신은주차빌딩)",8049.0,(주)지에스리테일 GS수퍼 양천신은점,기타식품판매업,,37.5126862,126.8330689
0220628680,158878,"서울특별시 양천구 목동 908-34 부영그린타운3차 112,113,114,119호(매장), B102, B103호(창고) ","서울특별시 양천구 목동동로 411 (목동, 부영그린타운3차)",7984.0,(주)이마트에브리데이 목동중앙점,기타식품판매업,,37.5367392,126.8821871
0226444296,158849,서울특별시 양천구 신정동 128-113 ,"서울특별시 양천구 신목로 34, 지하1층 (신정동)",8015.0,팝마트,기타식품판매업,,37.5186553,126.8740241
0226977070,158845,서울특별시 양천구 신월동 928-1 (지하1층),"서울특별시 양천구 지양로 78 (신월동, 지하1층)",8034.0,우성그린마트,기타식품판매업,,37.522662,126.833615
,158860,서울특별시 양천구 신정동 995-2,"서울특별시 양천구 목동로 183, 1층 (신정동)",8022.0,(주)이마트에브리데이 목동역점,기타식품판매업,,37.5248392,126.8642384
0226552437,158050,서울특별시 양천구 목동 966 목동에버하임,"서울특별시 양천구 목동중앙북로 68, 제비층 B01~09호 (목동, 목동에버하임)",7948.0,상훈자연마트,기타식품판매업,,37.5465877,126.870688
0226424671,158-815,서울특별시 양천구 목동 739-1 (목동보미리즌빌 지하1층),"서울특별시 양천구 목동중앙본로7길 45, 지하1층 (목동, 목동보미리즌빌)",7960.0,베스트마트,기타식품판매업,,37.5391528,126.8663388
02 7044681,140-040,서울특별시 용산구 산천동 202 외 2필지(지하1층),"서울특별시 용산구 원효로 51 (산천동, 외 2필지(지하1층))",4359.0,수협바다마트 원효점,기타식품판매업,,37.5362372,126.9533531
0226518546,158-878,"서울특별시 양천구 목동 908-28 부영그린타운2차 101,102호","서울특별시 양천구 목동동로 401, 101호,102호 (목동, 부영그린타운2차)",7984.0,홈플러스(주) 익스프레스 목동점,기타식품판매업,,37.5363701,126.8810632
0226997357,158843,서울특별시 양천구 신월동 607-1 동방아파트 B101호,"서울특별시 양천구 신월로 220, B101호 (신월동, 동방아파트)",8062.0,월드마트,기타식품판매업,,37.5214502,126.8464686
0266783700,158-721,서울특별시 양천구 목동 917-6 행복한세상 지하1층,"서울특별시 양천구 목동동로 309, 지하1층 (목동, 행복한세상)",7997.0,(주)엠패스트 목동점,기타식품판매업,,37.5293731,126.8760838
,157853,서울특별시 강서구 방화동 614-52 현대빌딩 1층 ,"서울특별시 강서구 방화동로 45-1, 현대빌딩 1층 (방화동)",7620.0,공항할인마트,기타식품판매업,,37.5648706,126.8111265
02 20651581,157010,서울특별시 강서구 화곡동 1159-1 e편한상가 B01 ,"서울특별시 강서구 강서로 254 (화곡동,e편한상가 B01)",7691.0,(주)우리할인마트,기타식품판매업,,37.5483859,126.8368141
0226407778,157290,서울특별시 강서구 외발산동 427 ,"서울특별시 강서구 발산로 40, 서비스동 1층 6호 (외발산동, 강서농산물시장)",7644.0,(주)수인식자재,기타식품판매업,,37.55362909999999,126.8213981
0236628832,157859,서울특별시 강서구 염창동 75-8 ,"서울특별시 강서구 양천로67길 99, 1층 102호 (염창동, 리첸빌딩)",7535.0,리첸마트,기타식품판매업,,37.5556347,126.8713687
0226598376,157751,서울특별시 강서구 가양동 1474-0 대림경동아파트 (지하 1층) 상가동 101호,"서울특별시 강서구 허준로 121, 상가동 지하 1층 101호 (가양동, 2동 대림경동아파트)",7525.0,(주)이마트에브리데이 가양동점,기타식품판매업,기타,37.5663469,126.8540309
02  26663435,157220,"서울특별시 강서구 방화동 580-120 ,125,129 (1층) ","서울특별시 강서구 방화동로 93 (방화동,,125,129 (1층))",7607.0,프라임마트,기타식품판매업,,37.5689114,126.812489
0226992500,157904,서울특별시 강서구 화곡동 844-15 (지하 1 ~ 지상 1층) ,"서울특별시 강서구 국회대로7길 63, 지하 1 ~ 1층 (화곡동, 2동)",7787.0,맘마마트 화곡점,기타식품판매업,,37.5295614,126.8575995
0226065599,157010,"서울특별시 강서구 화곡동 1165-1 강서힐스테이트 (지하 1층) 101-1, 117-1호 상가동 ","서울특별시 강서구 강서로 242, 상가동 지하 1층 101-1, 107-1호 (화곡동, 우장산동 강서힐스테이트)",7694.0,베스트식자재마트,기타식품판매업,,37.5471979,126.8368101
0226956404,157880,서울특별시 강서구 화곡동 341-67 ,서울특별시 강서구 강서로 46 (화곡동),7757.0,현대유통,기타식품판매업,,37.53198210000001,126.8470021
0226664456,157850,서울특별시 강서구 방화동 849 ,서울특별시 강서구 양천로 28 (방화동),7601.0,보해마트,기타식품판매업,,37.586494,126.8162469
0226670151,157210,서울특별시 강서구 마곡동 768-2 동익드미라벨복합빌딩 ,"서울특별시 강서구 마곡서로 101, 동익드미라벨복합빌딩 1층 127~132호 (마곡동)",7798.0,노브랜드 강서마곡점,기타식품판매업,,37.56269959999999,126.823405
26041212,157925,서울특별시 강서구 화곡동 1071-19 ,"서울특별시 강서구 화곡로18길 24, 1층 (화곡동)",7718.0,럭키중앙마트,기타식품판매업,,37.5391056,126.8354153
0226699500,157-290,서울특별시 강서구 외발산동 424-0 강서농수산물도매시장 (지상 2층) 수협공판장동,"서울특별시 강서구 발산로 24, 수협공판장동 2층 (외발산동, 강서농수산물도매시장)",7644.0,수협바다마트 강서점,기타식품판매업,,37.553324,126.8189946
,135962,서울특별시 강남구 개포동 1197-2 친환경식품유통센터,"서울특별시 강남구 논현로10길 29, 친환경식품유통센터 지상1층 (개포동)",6312.0,우리마트,기타식품판매업,,37.4752892,127.0504113
0226937070,157884,서울특별시 강서구 화곡동 373-15 (지상1층) ,"서울특별시 강서구 월정로30길 21 (화곡동,(지상1층))",7761.0,우리홈마트,기타식품판매업,,37.5343469,126.8371747
0226624141,157846,서울특별시 강서구 방화동 180-7 정곡빌딩 (지상 1층) ,"서울특별시 강서구 양천로26길 18, 1층 (방화동, 1동 정곡빌딩)",7592.0,프라임마트 마곡,기타식품판매업,,37.5727886,126.8179281
0226696000,157-857,서울특별시 강서구 방화동 829-3 강서농협하나로마트 (지하 1층),"서울특별시 강서구 금낭화로 127, 지하 1층 (방화동, 3동 강서농협하나로마트)",7510.0,강서농협 하나로마트,기타식품판매업,,37.5766198,126.8121414
0220632080,157-800,서울특별시 강서구 가양동 18-24 홈플러스 가양점 (지하 2층),"서울특별시 강서구 양천로 431, 지하 2층 (가양동, 2동 홈플러스 가양점)",7527.0,홈플러스(주)가양점,기타식품판매업,,37.563598,126.8568104
,157930,서울특별시 강서구 등촌동 678-7 동광빌딩 지하1층 ,"서울특별시 강서구 강서로 406, 지하1층 (등촌동, 3동 동광빌딩)",7583.0,주식회사 명품김포,기타식품판매업,,37.5617642,126.8396719
20398337,157210,서울특별시 강서구 마곡동 759 마곡센트럴타워2 ,"서울특별시 강서구 마곡서로 158, 1층 103~110,118,119호 (마곡동, 마곡센트럴타워2)",7788.0,(주)이마트에브리데이 마곡점,기타식품판매업,,37.5680922,126.8254265
,157829,서울특별시 강서구 내발산동 689-1 수명산씨티 ,"서울특별시 강서구 강서로45길 174, 수명산씨티 120호~130호 1층 (내발산동)",7638.0,포시즌 식자재마트,기타식품판매업,,37.5530232,126.830578
,134868,서울특별시 강동구 천호동 332-26,서울특별시 강동구 올림픽로 713 (천호동),5245.0,(주)윈플러스마트-천호점,기타식품판매업,,37.5450163,127.1253264
02 36610246,157-210,서울특별시 강서구 마곡동 737 1층,"서울특별시 강서구 양천로30길 123-28, 1층 (마곡동)",7595.0,강서농협하나로마트 마곡점,기타식품판매업,,37.56734489999999,126.8238207
0226608150,157-840,서울특별시 강서구 등촌동 639-11,서울특별시 강서구 화곡로 398 (등촌동),7567.0,홈플러스 주식회사,기타식품판매업,,37.5584079,126.8550157
,152894,서울특별시 구로구 오류동 47-1 삼익쇼핑 1층 일부 ,"서울특별시 구로구 경인로 192, 삼익쇼핑 1층 (오류동)",8271.0,뉴진로식자재마트,기타식품판매업,,37.49501619999999,126.8426531
,152804,서울특별시 구로구 개봉동 98-22 ,"서울특별시 구로구 고척로25길 33-58, 1층 (개봉동)",8247.0,더원마트,기타식품판매업,,37.50346,126.8460487
,152805,서울특별시 구로구 개봉동 157-3 ,서울특별시 구로구 경인로 319-7 (개봉동),8233.0,주식회사 구로식자재마트,기타식품판매업,,37.49257619999999,126.8518272
0226113300,152819,서울특별시 구로구 개봉동 415-0 개봉전철역사 4층 ,"서울특별시 구로구 경인로40길 47 (개봉동,개봉전철역사 4층)",8276.0,개봉역프라자,기타식품판매업,기타,37.4949138,126.859724
0220091210,152848,서울특별시 구로구 구로동 188-26 ,서울특별시 구로구 디지털로32길 43 (구로동),8379.0,(주)이마트구로점,기타식품판매업,,37.4843485,126.897922
02  858 7711,152871,"서울특별시 구로구 구로동 722-1 청보빌딩 B101,B201 ","서울특별시 구로구 구로동로 115, B101,B201호 (구로동, 청보빌딩)",8316.0,대호식자재할인마트,기타식품판매업,,37.4888001,126.8842021
02  26166189,152836,서울특별시 구로구 고척동 296 ,"서울특별시 구로구 고척로52길 48, B01호 (고척동, 대우아파트상가)",8230.0,신대우마트,기타식품판매업,,37.5029571,126.8554
02  26842013,152814,서울특별시 구로구 개봉동 324-1 ,서울특별시 구로구 개봉로17길 34 (개봉동),8337.0,(주)이마트에브리데이 개봉동점,기타식품판매업,,37.491679,126.8539007
0226155700,152899,서울특별시 구로구 오류동 208 외 1필지 ,"서울특별시 구로구 오리로 1172, 지상1층 (오류동)",8342.0,(주)풍성마트,기타식품판매업,,37.4883036,126.8373975
,152130,서울특별시 구로구 천왕동 39-1 1층 ,"서울특별시 구로구 오리로 1073-7, 1층 (천왕동)",8366.0,홈마트 천왕점,기타식품판매업,,37.4813523,126.8438802
26192471,152812,서울특별시 구로구 개봉동 290-1 ,서울특별시 구로구 개봉로 8-14 (개봉동),8334.0,(주)경기마트 개봉,기타식품판매업,,37.4863511,126.8571929
02 8672717,152868,서울특별시 구로구 구로동 685-215 지하1층 ,"서울특별시 구로구 구일로4길 33 (구로동,지하1층)",8324.0,구일쇼핑센타,기타식품판매업,아파트지역,37.4920189,126.8758039
0266788600,152731,서울특별시 구로구 구로동 501 신구로자이나인스에비뉴 B1층 ,"서울특별시 구로구 구로중앙로 134, B1층 (구로동, 신구로자이나인스에비뉴 )",8293.0,(주)세계로더블유스토어,기타식품판매업,,37.49989619999999,126.884113
02 8669333,152850,서울특별시 구로구 구로동 314 극동(아)상가 지하1층 ,"서울특별시 구로구 구로중앙로7길 28 (구로동,극동(아)상가 지하1층)",8312.0,제이엘마켓탑,기타식품판매업,,37.4910324,126.8898168
0220642001,152826,서울특별시 구로구 고척동 76-41 일이삼전자타운 제3동 ,"서울특별시 구로구 중앙로1길 36 (고척동,일이삼전자타운 제3동)",8227.0,(주)엠패스트 구로점,기타식품판매업,,37.4974023,126.8630938
02  67151052,152838,서울특별시 구로구 구로동 3-25 이마트신도림점 지하2층 ,"서울특별시 구로구 새말로 97 (구로동,이마트신도림점 지하2층)",8288.0,이마트신도림점,기타식품판매업,,37.5070431,126.8902185
,152140,서울특별시 구로구 항동 83 ,"서울특별시 구로구 서해안로 2124, 112,113,114호 (항동)",8368.0,(주)이마트에브리데이 구로항동점,기타식품판매업,,37.4810318,126.8246024
02  26222233,152-706,서울특별시 구로구 신도림동 692 디큐브시티 타워동 판매B201,"서울특별시 구로구 경인로 662 (신도림동, 디큐브시티 타워동 판매B201)",8209.0,(주)현대백화점 디큐브시티,기타식품판매업,,37.5088514,126.8892373
02 26149511,152-823,서울특별시 구로구 고척동 50-48 고척프라자,"서울특별시 구로구 중앙로 64, 고척프라자 (고척동)",8218.0,경기마트 맘스점,기타식품판매업,,37.5038001,126.8628007
02  26182080,152-887,서울특별시 구로구 신도림동 337 (경인로 264) 신도림1차푸르지오 지하1층,"서울특별시 구로구 경인로 661 (신도림동,(경인로 264) 신도림1차푸르지오 지하1층)",8208.0,홈플러스(주)신도림점,기타식품판매업,,37.5093957,126.8877258
,153847,서울특별시 금천구 시흥동 492-49 ,서울특별시 금천구 시흥대로39길 45 (시흥동),8637.0,뉴영슈퍼,기타식품판매업,,37.4465078,126.900704
02 8914666,153841,서울특별시 금천구 시흥동 831-6 (지하1층)[금천로 132] ,"서울특별시 금천구 금하로 705 (시흥동,(지하1층)[금천로 132])",8573.0,은행나무마트,기타식품판매업,,37.4516288,126.9083764
02  851 8588,153820,서울특별시 금천구 독산동 899-6 ,"서울특별시 금천구 남부순환로 1400, 1층 (독산동)",8548.0,농민마트,기타식품판매업,,37.4800101,126.9064926
02  380 5678,153717,서울특별시 금천구 가산동 60-20 마리오아울렛3 ,"서울특별시 금천구 벚꽃로 266, 마리오아울렛3 지하1층 (가산동)",8511.0,노브랜드 마리오아울렛점,기타식품판매업,,37.4784556,126.8850161
02  851 2351,153825,서울특별시 금천구 독산동 987-12 그랜드할인마트 ,"서울특별시 금천구 시흥대로142길 23 (독산동, 그랜드할인마트)",8544.0,(주)그랜드할인마트,기타식품판매업,,37.4734184,126.9005409
02  891 8957,153858,서울특별시 금천구 시흥동 885-4 ,서울특별시 금천구 금하로 648 (시흥동),8628.0,농부의마음(할인마트),기타식품판매업,,37.4540858,126.902501
02 8933650,153030,서울특별시 금천구 시흥동 1013-7 벽산중심상가 지층 101호 102호 ,"서울특별시 금천구 금하로 763 (시흥동, 벽산중심상가 지층 101호 102호)",8656.0,산들식자재마트,기타식품판매업,,37.45034,126.9145419
02 8539944,153801,서울특별시 금천구 가산동 151-30 [가산로 116] 지상1층 ,"서울특별시 금천구 가산로 116 (가산동,[가산로 116] 지상1층)",8529.0,하모니마트 가산점,기타식품판매업,,37.4761412,126.8931768
02 8963336,153831,서울특별시 금천구 독산동 1040-83 ,서울특별시 금천구 독산로64길 27 (독산동),8559.0,한국유통,기타식품판매업,,37.4655889,126.9039736
02 8084900,153-864,서울특별시 금천구 시흥동 992-47,"서울특별시 금천구 시흥대로 201 (시흥동, 홈플러스 시흥점)",8632.0,홈플러스(주) 시흥점,기타식품판매업,,37.4516322,126.901261
02 8908121,153-813,서울특별시 금천구 독산동 291-7 홈플러스금천점 지상2층,"서울특별시 금천구 시흥대로 391 (독산동,홈플러스금천점 지상2층)",8584.0,홈플러스(주)금천점,기타식품판매업,,37.4686493,126.8968106
0220062356,150882,서울특별시 영등포구 여의도동 30-3 ,서울특별시 영등포구 국제금융로7길 15 (여의도동),7338.0,(주)지에스리테일GS수퍼여의도점,기타식품판매업,,37.5240707,126.9315798
02 3805678,150874,서울특별시 영등포구 여의도동 17-3 1층 일부 ,"서울특별시 영등포구 의사당대로 8 (여의도동, 1층 일부)",7236.0,노브랜드영등포여의도점,기타식품판매업,,37.5278672,126.9169098
0226366003,150045,서울특별시 영등포구 당산동5가 11-33 당산디오빌 ,"서울특별시 영등포구 당산로 222, 지하1층 B102~B109호 (당산동5가, 당산디오빌)",7214.0,아크로리마트 당산점,기타식품판매업,,37.5332974,126.9022397
0226366003,150037,서울특별시 영등포구 영등포동7가 203 아크로타워 스퀘어 ,"서울특별시 영등포구 국회대로54길 10, 13동 B01호,비02호,비04호 (영등포동7가, 아크로타워 스퀘어)",7246.0,주식회사 아크로리마트,기타식품판매업,,37.5243938,126.9067528
,150866,서울특별시 영등포구 양평동4가 3-4 ,"서울특별시 영등포구 선유동2로 61, 1층 (양평동4가)",7212.0,엠식자재마트,기타식품판매업,,37.5343035,126.8975665
26391201,150985,서울특별시 영등포구 영등포동4가 442-1 신세계백화점A관 ,"서울특별시 영등포구 영중로 15 (영등포동4가,신세계백화점A관)",7305.0,(주)경방,기타식품판매업,,37.5170751,126.9033411
26896949,150839,서울특별시 영등포구 신길동 116-15 지하1층 ,"서울특별시 영등포구 도신로60길 7 (신길동,지하1층)",7350.0,신길지오마트(주),기타식품판매업,,37.5110761,126.9175849
,150-861,서울특별시 영등포구 신길동 4902-6,"서울특별시 영등포구 신길로 162, 1층 (신길동)",7362.0,(주)지에스리테일 GS더프레시 신길사러가점,기타식품판매업,,37.50668050000001,126.9115416
,150-092,서울특별시 영등포구 문래동2가 26,"서울특별시 영등포구 경인로 719, 1층 (문래동2가)",7289.0,영등포농협 하나로마트 경인로지점,기타식품판매업,,37.5127723,126.8930828
0232770723,150-875,서울특별시 영등포구 여의도동 22 파크원(백화점) 지1층,"서울특별시 영등포구 여의대로 108, 파크원(백화점) 지1층 (여의도동)",7335.0,THE HYUNDAI SEOUL(더현대서울),기타식품판매업,,37.5260497,126.928296
0226331700,150042,서울특별시 영등포구 당산동2가 1,"서울특별시 영등포구 당산로 63, 1층 (당산동2가)",7291.0,(주)대하식자재마트,기타식품판매업,,37.5224833,126.8937056
,150820,서울특별시 영등포구 대림동 909-2 썬프라자,"서울특별시 영등포구 신길로 39, 썬프라자 1,2층 (대림동)",7440.0,뉴썬프라자마트,기타식품판매업,,37.496457,126.9080686
34680152,150034,"서울특별시 영등포구 영등포동4가 442 지하1층,2층 ","서울특별시 영등포구 영중로 15 (영등포동4가,지하1층,2층)",7305.0,(주)이마트 영등포점,기타식품판매업,,37.5170751,126.9033411
,150045,서울특별시 영등포구 당산동5가 11-34 지하1층 비2호 ,서울특별시 영등포구 당산로44길 3 (당산동5가),7214.0,홈플러스 익스프레스 서울당산점,기타식품판매업,,37.5316676,126.8994544
0218999900,150103,서울특별시 영등포구 양평동3가 65 ,서울특별시 영등포구 선유로 156 (양평동3가),7255.0,(주)코스트코코리아,기타식품판매업,,37.5290356,126.8910476
,150050,"서울특별시 영등포구 신길동 656외 1층(지번 656,670) ","서울특별시 영등포구 가마산로90길 14, 1층 (신길동)",7391.0,한아름마트,기타식품판매업,,37.502991,126.9206284
20961104,150800,서울특별시 영등포구 당산동1가 9-1 코오롱상가 1층 ,"서울특별시 영등포구 영등포로28길 5, 1층 (당산동1가, 코오롱상가)",7292.0,씨티대형할인마트,기타식품판매업,,37.51998330000001,126.8992604
02 831 2277,156853,서울특별시 동작구 신대방동 602-15 ,"서울특별시 동작구 신대방길 88, 지하1층 (신대방동)",7068.0,(주)월드마트,기타식품판매업,,37.4897604,126.9097211
02  831 4400,150-816,서울특별시 영등포구 대림동 784-0,서울특별시 영등포구 대림로 251 (대림동),7377.0,씨에스유통(주)롯데슈퍼대림점,기타식품판매업,,37.5033123,126.8958538
02 21658115,150-835,서울특별시 영등포구 문래동3가 55-3,서울특별시 영등포구 당산로 42 (문래동3가),7297.0,홈플러스(주) 영등포점,기타식품판매업,,37.5189835,126.8987059
0234598000,150-860,서울특별시 영등포구 신길동 4491,서울특별시 영등포구 여의대방로 65 (신길동),7434.0,홈플러스 익스프레스 신길점,기타식품판매업,,37.5138934,126.9203089
,152887,서울특별시 구로구 신도림동 309-6 성광빌딩,"서울특별시 구로구 신도림로19길 7, 성광빌딩 지층 (신도림동)",8202.0,신도림마트,기타식품판매업,,37.5112895,126.88444
,156839,서울특별시 동작구 상도동 324-1 성대시장 ,"서울특별시 동작구 상도로 102, 성대시장 1층 (상도동)",7041.0,성대지마트주식회사,기타식품판매업,,37.4997236,126.9318514
02 5251500,156823,서울특별시 동작구 사당동 316-4 ,서울특별시 동작구 사당로16길 35 (사당동),7011.0,남서울농업협동조합 남성지점,기타식품판매업,주택가주변,37.4819576,126.9729202
02 8139643,156859,서울특별시 동작구 흑석동 97-2 ,서울특별시 동작구 서달로 158 (흑석동),6979.0,(주)이마트에브리데이 흑석동점,기타식품판매업,주택가주변,37.5073375,126.9623126
02 5969584,156815,서울특별시 동작구 사당동 105 ,서울특별시 동작구 동작대로29길 91 (사당동),6999.0,(주)이마트에브리데이 사당동점,기타식품판매업,주택가주변,37.4896386,126.9759403
02 8170091,156806,서울특별시 동작구 노량진동 312-6 ,서울특별시 동작구 장승배기로 113 (노량진동),6936.0,진로마트,기타식품판매업,,37.5078315,126.9395747
0233924757,139820,서울특별시 노원구 상계동 453-2,"서울특별시 노원구 한글비석로 452, 1,2층 (상계동)",1656.0,상계우리농산물,기타식품판매업,,37.6640325,127.0678199
02 8489373,156852,서울특별시 동작구 신대방동 565 ,서울특별시 동작구 여의대방로 22 (신대방동),7065.0,(주)우성마트,기타식품판매업,아파트지역,37.4922665,126.9116072
02  599 1521,156080,"서울특별시 동작구 동작동 58-1 지하1(101,102,103호) ","서울특별시 동작구 동작대로39길 22, 지하1층 (동작동, 이수힐스테이트)",6993.0,남서울농협하나로마트 이수점,기타식품판매업,,37.4943623,126.9798994
02  877 9114,156847,"서울특별시 동작구 신대방동 349-3 스마티움1층, 지하1층 ","서울특별시 동작구 보라매로19길 8 (신대방동, 스마티움1층, 지하1층)",7060.0,중앙할인마트,기타식품판매업,,37.4979829,126.9275005
02  834 4667,156713,"서울특별시 동작구 신대방동 395-69 보라매아카데미타워 101-1, 101-2호 ","서울특별시 동작구 보라매로5가길 16, 1층 101-1, 101-2호 (신대방동, 보라매아카데미타워)",7071.0,(주)에스엠 할인마트,기타식품판매업,,37.4913311,126.924105
02 8268878,156807,서울특별시 동작구 대방동 39-2 ,서울특별시 동작구 등용로 123 (대방동),6940.0,제이케이리테일,기타식품판매업,기타,37.5119933,126.9316112
02 8495885,156852,서울특별시 동작구 신대방동 565-22 ,서울특별시 동작구 여의대방로 2 (신대방동),7065.0,관악농협하나로마트우성점,기타식품판매업,,37.5062327,126.93435
02  882 8100,151891,서울특별시 관악구 신림동 1426-7 ,"서울특별시 관악구 봉천로12길 39, 가야위드안 지1층 (신림동)",8753.0,엠마트,기타식품판매업,,37.48690380000001,126.9299975
02  595 1234,156-816,서울특별시 동작구 사당동 147-29,서울특별시 동작구 사당로 300 (사당동),7013.0,(주)이마트에브리데이 이수점,기타식품판매업,,37.4844319,126.9804651
02  34818541,156-819,서울특별시 동작구 사당동 252-17,서울특별시 동작구 사당로 215 (사당동),7004.0,홈플러스익스프레스남성점,기타식품판매업,,37.4846333,126.9723698
02  813 7001,156-070,서울특별시 동작구 흑석동 332,서울특별시 동작구 서달로 150 (흑석동),6980.0,농협하나로마트 흑석점,기타식품판매업,,37.5066658,126.9621884
02 8645656,151015,서울특별시 관악구 신림동 1735-8 (지1층),"서울특별시 관악구 난곡로 50 (신림동,(지1층))",8861.0,지에스슈퍼 관악난향점,기타식품판매업,,37.460491,126.9201747
02  875 2500,151843,서울특별시 관악구 봉천동 951-25 봉일프라자 ,"서울특별시 관악구 은천로 28, 봉일프라자 나동 1층 (봉천동)",8749.0,지오식자재마트,기타식품판매업,,37.4858696,126.9384465
02 8849114,151895,"서울특별시 관악구 신림동 1523-1 상가 비01,비02,비03,비04 ","서울특별시 관악구 신림로23길 16 (신림동, 상가 비01,비02,비03,비04)",8812.0,중앙식자재마트,기타식품판매업,,37.4704187,126.9344974
02 8776661,151050,서울특별시 관악구 봉천동 1717-3 관악푸르지오1단지아파트 ,"서울특별시 관악구 청림6길 3, 관악푸르지오1단지아파트 1층 110,113,114호 (봉천동)",8734.0,지에스 더 프레시(관악청림점),기타식품판매업,,37.4875956,126.9599089
02 8531866,151883,서울특별시 관악구 신림동 637-1 ,서울특별시 관악구 난곡로24길 7 (신림동),8856.0,주식회사 월드할인마트,기타식품판매업,,37.4702835,126.9204526
,,,서울특별시 관악구 장군봉1길 53 (봉천동),8784.0,영림식자재마트,기타식품판매업,,37.4817407,126.9430306
02  872 9114,,,"서울특별시 관악구 청림3길 10, 지하1층 (봉천동)",8731.0,주식회사성웅 관악점(관악식자재마트),기타식품판매업,,37.4886383,126.9594849
02 8897751,151849,서울특별시 관악구 봉천동 1673-21 ,"서울특별시 관악구 남부순환로 1861, 1층 (봉천동)",8739.0,세계로마트,기타식품판매업,,37.4800036,126.9569226
02   8871255,151840,서울특별시 관악구 봉천동 503-1 ,서울특별시 관악구 양녕로 49 (봉천동),8751.0,(주)현대직판장,기타식품판매업,,37.4862425,126.9466048
0220398215,151818,서울특별시 관악구 봉천동 1629-2 동아타운아파트상가1층 101호 ,"서울특별시 관악구 봉천로 576 (봉천동,동아타운아파트상가1층 101호)",8792.0,(주)지에스리테일낙성대점,기타식품판매업,,37.4769549,126.9612824
02  20269345,151904,서울특별시 관악구 신림동 1668-5 관악농협하나로마트 ,"서울특별시 관악구 남부순환로 1369 (신림동, 관악농협하나로마트)",8768.0,관악농협농특산물백화점,기타식품판매업,,37.4799052,126.9027293
02 8566023,151888,서울특별시 관악구 신림동 607-73 ,서울특별시 관악구 난곡로 220 (신림동),8849.0,(주)천성세이브마트,기타식품판매업,,37.4743263,126.9179791
,151826,"서울특별시 관악구 봉천동 937-6 107~113, 119~121호 ","서울특별시 관악구 은천로 51 (봉천동, 107~113, 119~121호)",8716.0,(주)이마트에브리데이 봉천동점,기타식품판매업,,37.4862469,126.9410887
02 8742838,151830,서울특별시 관악구 봉천동 702-40 ,서울특별시 관악구 보라매로 12 (봉천동),8722.0,관악농협보라매하나로마트,기타식품판매업,,37.4905158,126.9278103
02 8834306,151861,서울특별시 관악구 신림동 304-1 외 2필지 ,"서울특별시 관악구 호암로 529 (신림동,외 2필지)",8848.0,관악농협유기농산물판매장,기타식품판매업,,37.4647949,126.9310636
02 8754754,151810,서울특별시 관악구 봉천동 32-2 ,서울특별시 관악구 관악로 211 (봉천동),8744.0,중앙할인마트,기타식품판매업,,37.4839413,126.9542059
02 8730637,151846,서울특별시 관악구 봉천동 1567-1 지상1층 ,"서울특별시 관악구 쑥고개로 111 (봉천동,지상1층)",8786.0,(주)GS리테일 관악점,기타식품판매업,,37.4794568,126.949145
,137869,서울특별시 서초구 서초동 1485-1 지하1층 ,"서울특별시 서초구 효령로46길 5, 지하1층 (서초동)",6709.0,주식회사 선은유통,기타식품판매업,,37.48330900000001,127.0090104
02 5822340,137843,"서울특별시 서초구 방배동 917-4 지하1층 B02,B03호 ","서울특별시 서초구 효령로 89, 지하1층 B02,B03호 (방배동)",6687.0,정한유통,기타식품판매업,,37.4807576,126.993951
02  308 7566,122882,서울특별시 은평구 신사동 361 1층(101호 ~ 149호),"서울특별시 은평구 증산로21길 11 (신사동,1층(101호 ~ 149호))",3451.0,삼부마켓,기타식품판매업,,37.59568489999999,126.9134496
,137070,서울특별시 서초구 서초동 1755-1 리더스원 상가동 지하1층B144호 ,"서울특별시 서초구 사임당로 158, 리더스원  상가동 지하1층 B144호 (서초동)",6629.0,(주)이마트에브리데이 래미안리더스원점,기타식품판매업,,37.4918367,127.0271678
,137875,"서울특별시 서초구 서초동 1582-3 서초센트럴IPARK 판매시설 지하1층 112, 113호 ","서울특별시 서초구 반포대로18길 36, 판매시설 지하1층 112. 113호 (서초동, 서초센트럴IPARK)",6652.0,(주)이마트에브리데이 서초센트럴점,기타식품판매업,,37.4869446,127.0116225
02  534 3651,137855,"서울특별시 서초구 서초동 1302-4 이마트에브리데이 서초동점 지하1층, 1층 ","서울특별시 서초구 서운로 216, 이마트에브리데이 서초동점 지하1층, 1층 (서초동)",6609.0,이마트에브리데이 서초동점,기타식품판매업,,37.5023256,127.0218564
,137849,"서울특별시 서초구 방배동 984-1 지층 1-1, 2, 3호 ","서울특별시 서초구 방배로 76, 지층 1-1, 2, 3호 (방배동)",6704.0,대농마트,기타식품판매업,,37.4811934,126.9983361
0226679148,157930,서울특별시 강서구 등촌동 689 NC백화점 강서점 지하1층,"서울특별시 강서구 강서로56길 17, 지하1층 (등촌동, NC백화점 강서점)",7584.0,(주)이랜드 킴스클럽 강서점,기타식품판매업,,37.55990389999999,126.8405122
